ProjectName,BranchName,Severity
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-421_36e70bd7,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-428_916cd92f,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4291_cdb34ffc,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-429_c02ecef8,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4300_06c367af,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4307_f303c916,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4351_59a83d23,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4353_b0014b7d,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4358_74cbba24,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4359_002c5845,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4376_037dea72,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4387_ca05fd06,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4397_e33516d5,Critical
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-43_668f08f2,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4420_d645112f,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4423_08f0b280,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4423_275eca83,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4431_7441a3d5,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-4432_c9765c21,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-447_00df38d2,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-448_999097e1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-478_a7f0e808,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-479_3270e761,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-47_b62f1c26,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-498_f2a2edec,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-499_61381ea2,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-509_b896c926,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-510_f63d745a,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-520_ec961a38,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-531_90c45a02,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-537_a8493efc,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-539_ffa818f3,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-543_3ce758b7,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-546_428e32c6,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-548_717186d6,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-554_3f51fb09,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-579_7d72e6ed,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-596_9b268da0,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-606_f0fbacab,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-612_df9e6913,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-614_6feacf6b,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-621_00b4b8a0,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-642_7a84b3a8,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-644_55a4f738,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-678_6c54045d,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-738_8ed779dc,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-740_35a7f014,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-748_503451c1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-766_6fc5ea9d,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-782_45b110e1,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-846_7acb091a,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-847_65aa40dd,Minor
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-888_6d82cb64,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-926_e1ae968c,Major
jackrabbit-oak,remotes/origin/bugs-dot-jar_OAK-93_0be7e8f0,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1008_0c20bfd8,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-101_c79a743b,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1025_a96b455c,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-102_7f391872,Critical
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1046_11960820,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-104_3b12e13d,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1058_c8fd3c53,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1061_86d8944f,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1062_4cf831b6,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1067_4786a739,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1068_e7bbeceb,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1069_e9b628ec,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-107_88641f49,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1099_3f41ff48,Critical
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-113_fc3e9d2d,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-114_afcf92eb,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1153_8acedb4e,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1153_9f924f10,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1251_424068f7,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-127_029e79da,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1310_c6318b63,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1372_1d12bf0e,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1372_ffedf33f,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-139_50e19247,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1402_7792679c,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-1406_a523dcd5,Critical
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-143_1461f1f6,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-147_17296089,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-177_f91ce934,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-210_aeb6fc9d,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-219_ed951c76,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-234_2d7d6311,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-258_7b38965d,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-259_09175c8b,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-260_9d817953,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-268_8faf7f77,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-293_25cb587a,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-293_ca59ece6,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-302_300bc575,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-310_3f1e0fdc,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-344_8dead3bb,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-359_1df1db27,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-359_296ea4a5,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-368_a8a24357,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-378_ef8517e4,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-385_7c2ce5cf,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-392_731c84b5,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-395_a19ecc9e,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-398_2c966ad9,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-410_8f0c4871,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-430_238ce8aa,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-447_0343e9c7,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-464_484c865f,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-466_7b9e48e8,Trivial
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-470_50340d0c,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-478_11763dee,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-492_24a3bed4,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-492_61ccbb95,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-492_a759d8ae,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-523_837dcd89,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-56_3eb44094,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-581_bb02fa15,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-619_3b4b370e,Critical
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-639_a5a1f1a2,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-668_60f64cc1,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-676_3b2e880e,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-71_2afe3dff,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-742_4b77622b,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-763_97203de8,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-763_b2ec5106,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-793_73400bfb,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-811_7bb1ad47,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-813_0bea17d7,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-832_411dad65,Blocker
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-834_d3989b40,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-892_f9b0bbee,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-914_f8a42197,Minor
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-94_d8af1c93,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-964_16ad8763,Major
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-965_43517f15,Critical
logging-log4j2,remotes/origin/bugs-dot-jar_LOG4J2-991_3cee912e,Major
maven,remotes/origin/bugs-dot-jar_MNG-1205_1bdeeccc,Major
maven,remotes/origin/bugs-dot-jar_MNG-1509_4e955c05,Major
maven,remotes/origin/bugs-dot-jar_MNG-1703_b68c84b8,Major
maven,remotes/origin/bugs-dot-jar_MNG-1797_5d99b35c,Major
maven,remotes/origin/bugs-dot-jar_MNG-1856_faa5cf27,Minor
maven,remotes/origin/bugs-dot-jar_MNG-1895_24db0eb9,Blocker
maven,remotes/origin/bugs-dot-jar_MNG-1895_806eaeb0,Blocker
maven,remotes/origin/bugs-dot-jar_MNG-1999_ad38e46b,Major
maven,remotes/origin/bugs-dot-jar_MNG-2174_778f044e,Major
maven,remotes/origin/bugs-dot-jar_MNG-2221_cc859f5c,Critical
maven,remotes/origin/bugs-dot-jar_MNG-2281_f0fcef7e,Major
maven,remotes/origin/bugs-dot-jar_MNG-2408_b92af0e4,Blocker
maven,remotes/origin/bugs-dot-jar_MNG-2712_06090da4,Major
maven,remotes/origin/bugs-dot-jar_MNG-2931_d7422212,Major
maven,remotes/origin/bugs-dot-jar_MNG-3092_5ffd8903,Major
maven,remotes/origin/bugs-dot-jar_MNG-3131_56cd921f,Major
maven,remotes/origin/bugs-dot-jar_MNG-3131_f6f4ef5e,Major
maven,remotes/origin/bugs-dot-jar_MNG-3616_912a565f,Major
maven,remotes/origin/bugs-dot-jar_MNG-3991_2169c4a3,Minor
maven,remotes/origin/bugs-dot-jar_MNG-4383_0f3d4d24,Major
maven,remotes/origin/bugs-dot-jar_MNG-4474_269c956e,Major
maven,remotes/origin/bugs-dot-jar_MNG-4512_8cb04253,Major
maven,remotes/origin/bugs-dot-jar_MNG-4518_f5ebc72d,Major
maven,remotes/origin/bugs-dot-jar_MNG-4529_03a383e3,Major
maven,remotes/origin/bugs-dot-jar_MNG-4565_c6529932,Major
maven,remotes/origin/bugs-dot-jar_MNG-4648_83389c34,Major
maven,remotes/origin/bugs-dot-jar_MNG-4695_bb39b480,Major
maven,remotes/origin/bugs-dot-jar_MNG-4761_8cdb461f,Major
maven,remotes/origin/bugs-dot-jar_MNG-4837_3fca2bb2,Minor
maven,remotes/origin/bugs-dot-jar_MNG-4915_1c3abfba,Major
maven,remotes/origin/bugs-dot-jar_MNG-4918_691a03a7,Major
maven,remotes/origin/bugs-dot-jar_MNG-4933_469d0096,Major
maven,remotes/origin/bugs-dot-jar_MNG-4941_c4002945,Major
maven,remotes/origin/bugs-dot-jar_MNG-5003_a7d9b689,Major
maven,remotes/origin/bugs-dot-jar_MNG-5075_2eb419ed,Major
maven,remotes/origin/bugs-dot-jar_MNG-5209_87884c7b,Minor
maven,remotes/origin/bugs-dot-jar_MNG-5209_ed651a4d,Minor
maven,remotes/origin/bugs-dot-jar_MNG-5212_712c4fff,Major
maven,remotes/origin/bugs-dot-jar_MNG-5212_c53d95ce,Major
maven,remotes/origin/bugs-dot-jar_MNG-5459_c225847e,Major
maven,remotes/origin/bugs-dot-jar_MNG-5613_bef7fac6,Major
maven,remotes/origin/bugs-dot-jar_MNG-5645_af1ecd5f,Trivial
maven,remotes/origin/bugs-dot-jar_MNG-5647_cdb8ad6d,Minor
maven,remotes/origin/bugs-dot-jar_MNG-5655_96337372,Major
maven,remotes/origin/bugs-dot-jar_MNG-5687_3d2d8619,Major
maven,remotes/origin/bugs-dot-jar_MNG-5716_2d0ec942,Minor
maven,remotes/origin/bugs-dot-jar_MNG-5727_ce6f0bfd,Major
maven,remotes/origin/bugs-dot-jar_MNG-5742_6ab41ee8,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-128_7e1000dd,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-1619_b154d12f,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-1677_01a3dd66,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-16_3431e60d,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-16_6c5083b4,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-1718_bb7f9cf5,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-172_99e22ce4,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-1886_5226978a,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-1897_8ee095bf,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-1931_986848f7,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2033_420ac965,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-2057_e2d88568,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2060_0578d6ee,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2065_9da430fb,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2079_ceac38b1,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-208_b224bad8,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-2172_ea4a3f8a,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-2181_d79d0192,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2202_24ac1a35,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2261_089303f4,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2281_6e0b40bc,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2334_96330447,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2337_36a41358,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2350_cd281092,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2368_fae1601b,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2506_0f8a2990,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2552_12e1f39b,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2569_9ced53a5,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2609_7da4ad17,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2621_c849f986,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2624_ef880545,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2839_15477252,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2882_ebe56869,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2900_0e70ce39,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-294_5c592d85,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2961_3d8c9d75,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-2993_0b4f78cc,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3065_b293b75c,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3076_d3dc9a50,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3098_1b7afefc,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3166_4d7f7359,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3174_0cf14725,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3196_f1c0f263,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-3197_be70e608,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3222_5729ed90,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3253_71b6e905,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3272_c86b972a,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3278_60d07288,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3280_295e73bd,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3297_71499e17,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3304_7e7ab76c,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-3309_debca73b,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3333_ddf7e8a2,Critical
wicket,remotes/origin/bugs-dot-jar_WICKET-3413_499a9c6b,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3420_be97d017,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-3428_ffc0cae9,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3454_f1e854b3,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3455_f30bd1cb,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3510_292a2582,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3511_4a875f46,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3514_2b6da516,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3520_d1b62639,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3539_a4459ef4,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3563_c62b66c1,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3597_5e2c6702,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3598_7c364566,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3603_aa1d177a,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3617_7ae109a6,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3618_fbfd17e6,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3620_1a2bc1bc,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3644_ab1856db,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3646_12124902,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-3647_1b57b51c,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3702_a08562a7,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3713_e1168a57,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-3715_557de7bc,Trivial
wicket,remotes/origin/bugs-dot-jar_WICKET-3719_5ad32df9,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3721_1858bc18,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3764_48454f4d,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3767_84c3baac,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3769_b4e9d426,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3834_30255f11,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3834_747bccb5,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3836_843b76b1,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3838_97514205,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3845_afc7034d,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3861_d1e0e411,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-3872_3feb0e3a,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3884_b772ff87,Trivial
wicket,remotes/origin/bugs-dot-jar_WICKET-3885_beb9086d,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3906_aadaa4e9,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3931_8fbdc68f,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3965_6051019b,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3989_6a8fc1cc,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-3998_b76f9c44,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4000_38e928c1,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4012_d35d2d85,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4014_e60bac5f,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4016_f1c9cef2,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4020_081cdeb2,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4030_5f69685d,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4038_f3d7565c,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4066_4d3d1f85,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4070_d450acb0,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4072_7d5b8645,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4099_1dcaec98,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4102_e743fd7e,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4105_64656c98,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4109_8f7805f8,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4116_4624ab3d,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4119_bb7a6995,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4121_8967eb2b,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4138_7c89598a,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4153_2737d7c7,Trivial
wicket,remotes/origin/bugs-dot-jar_WICKET-4173_84bbbf68,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4184_a0150366,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4185_5fd03973,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4251_53bcb78d,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4255_c250db9c,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4256_09166ea8,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4259_1f128536,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4260_925cae5c,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4276_32c76c4a,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-428_4a6a573b,Trivial
wicket,remotes/origin/bugs-dot-jar_WICKET-428_d906576c,Trivial
wicket,remotes/origin/bugs-dot-jar_WICKET-4290_e1953357,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4292_9cb617ae,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4301_50b52742,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4309_b4274415,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4323_e24874da,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4338_9decad35,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4345_4f08e6f2,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4358_02ebc8ae,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4365_1485a856,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4370_7ca927c1,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4379_7a162f77,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4384_614e3b50,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4391_5d64196a,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4398_f88721fd,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-442_246d53c5,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4441_54c86ebb,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4477_2624d2db,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4483_53442bb4,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4488_e6582c52,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4494_35843c19,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4505_a4caaa57,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4509_b672cb2d,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4511_4ee5ad1f,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4518_a88882f7,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4519_e62ded51,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4520_b91154ea,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4520_ccb8fc9e,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4548_9a6a06be,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4572_dfc56674,Critical
wicket,remotes/origin/bugs-dot-jar_WICKET-4578_c66cf607,Minor
wicket,remotes/origin/bugs-dot-jar_WICKET-4594_556a2236,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4594_5e1bf8d8,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4597_9dab1bb5,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4610_b19a3d69,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4616_dd1df04b,Major
wicket,remotes/origin/bugs-dot-jar_WICKET-4658_ef3adb12,Trivial
wicket,remotes/origin/bugs-dot-jar_WICKET-4659_ccd74641,Major
